Site,Date,Depth(cm),Sample#,H2O_by_wet(%),H2O_by_dry(%)
LUTZ *,8/18/1978,0-5,8,48.5,94
LUTZ *,8/18/1978,0-5,9,46.6,87.3
LUTZ *,8/18/1978,0-5,10,43,75.4
LUTZ *,8/24/1978,0-5,1,46.2,85.8
LUTZ *,8/24/1978,0-5,2,47.8,91.5
LUTZ *,8/24/1978,0-5,3,46.9,88.5
LUTZ *,8/24/1978,0-5,4,53,112.7
LUTZ *,8/24/1978,0-5,5,40.7,68.7
LUTZ *,8/24/1978,0-5,6,46.5,86.9
LUTZ *,8/24/1978,0-5,7,45.7,84.1
LUTZ *,8/24/1978,0-5,8,49.5,97.9
LUTZ *,8/24/1978,0-5,9,47.3,89.8
LUTZ *,8/24/1978,0-5,10,42.9,75
LUTZ *,8/31/1978,0-5,1,44.2,79.1
LUTZ *,8/31/1978,0-5,2,54,117.2
LUTZ *,8/31/1978,0-5,3,52,108.3
LUTZ *,8/31/1978,0-5,4,41.2,70.2
LUTZ *,8/31/1978,0-5,5,40.2,67.1
LUTZ *,8/31/1978,0-5,6,44.9,81.6
LUTZ *,8/31/1978,0-5,7,46.8,87.9
LUTZ *,8/31/1978,0-5,8,49.3,97.1
LUTZ *,8/31/1978,0-5,9,49.6,98.5
LUTZ *,8/31/1978,0-5,10,43,75.5
LUTZ *,9/7/1978,0-5,1,43.8,78
LUTZ *,9/7/1978,0-5,2,53,113
LUTZ *,9/7/1978,0-5,3,42.8,74.9
LUTZ *,9/7/1978,0-5,4,43,75.5
LUTZ *,9/7/1978,0-5,5,18.8,23.2
LUTZ *,9/7/1978,0-5,6,44.6,80.6
LUTZ *,9/7/1978,0-5,7,44.7,80.7
LUTZ *,9/7/1978,0-5,8,45.8,84.4
LUTZ *,9/7/1978,0-5,9,47.2,89.2
LUTZ *,9/7/1978,0-5,10,49.7,98.9
LUTZ *,9/14/1978,0-5,1,46.4,86.5
LUTZ *,9/14/1978,0-5,2,47.8,91.5
LUTZ *,9/14/1978,0-5,3,45.2,82.6
LUTZ *,9/14/1978,0-5,4,46.5,86.8
LUTZ *,9/14/1978,0-5,5,41.2,70
LUTZ *,9/14/1978,0-5,6,41.5,70.9
LUTZ *,9/14/1978,0-5,7,42.7,74.5
LUTZ *,9/14/1978,0-5,8,42.5,73.9
LUTZ *,9/14/1978,0-5,9,49,96
LUTZ *,9/14/1978,0-5,10,48.2,93.1
LUTZ *,9/22/1978,0-5,1,47.9,92.1
LUTZ *,9/22/1978,0-5,2,44.3,79.5
LUTZ *,9/22/1978,0-5,3,40.1,67
LUTZ *,9/22/1978,0-5,4,42.4,73.6
LUTZ *,9/22/1978,0-5,5,43.9,78.4
LUTZ *,9/22/1978,0-5,6,38.4,62.4
LUTZ *,9/22/1978,0-5,7,44.7,80.9
LUTZ *,9/22/1978,0-5,8,46,85.1
LUTZ *,9/22/1978,0-5,9,39.7,65.9
LUTZ *,9/22/1978,0-5,10,43.8,77.8
LUTZ *,9/28/1978,0-5,1,44.7,80.8
LUTZ *,9/28/1978,0-5,2,47,88.6
LUTZ *,9/28/1978,0-5,3,46,85.1
LUTZ *,9/28/1978,0-5,4,45.3,82.9
LUTZ *,9/28/1978,0-5,5,47.9,91.9
LUTZ *,9/28/1978,0-5,6,43,75.5
LUTZ *,9/28/1978,0-5,7,47.3,89.9
LUTZ *,9/28/1978,0-5,8,46.8,87.8
LUTZ *,9/28/1978,0-5,9,46.6,87.3
LUTZ *,9/28/1978,0-5,10,50.6,102.4
LUTZ *,10/5/1978,0-5,1,44.2,79.1
LUTZ *,10/5/1978,0-5,2,43.8,77.9
LUTZ *,10/5/1978,0-5,3,47.4,90.2
LUTZ *,10/5/1978,0-5,4,42.2,73
LUTZ *,10/5/1978,0-5,5,39.4,65.1
LUTZ *,10/5/1978,0-5,6,43.1,75.7
LUTZ *,10/5/1978,0-5,7,42.1,72.6
LUTZ *,10/5/1978,0-5,8,48.6,94.5
LUTZ *,10/5/1978,0-5,9,47.1,89.1
LUTZ *,10/5/1978,0-5,10,50.5,102
LUTZ *,10/12/1978,0-5,1,55.3,123.8
LUTZ *,10/12/1978,0-5,2,52,108.2
LUTZ *,10/12/1978,0-5,3,48.9,95.5
LUTZ *,10/12/1978,0-5,4,41,69.5
LUTZ *,10/12/1978,0-5,5,39.9,66.5
LUTZ *,10/12/1978,0-5,6,41.5,71
LUTZ *,10/12/1978,0-5,7,45.8,84.6
LUTZ *,10/12/1978,0-5,8,49.2,96.7
LUTZ *,10/12/1978,0-5,9,45.6,83.9
LUTZ *,10/12/1978,0-5,10,49.3,97.4
LUTZ *,10/20/1978,0-5,1,39.6,65.5
LUTZ *,10/20/1978,0-5,2,46.4,86.6
LUTZ *,10/20/1978,0-5,3,44.2,79.1
LUTZ *,10/20/1978,0-5,4,49.2,96.9
LUTZ *,10/20/1978,0-5,5,39.9,66.5
LUTZ *,10/20/1978,0-5,6,39.6,65.7
LUTZ *,10/20/1978,0-5,7,44.8,81.3
LUTZ *,10/20/1978,0-5,8,51.5,106
LUTZ *,10/20/1978,0-5,9,48.4,93.9
LUTZ *,10/20/1978,0-5,10,41.9,72
LUTZ *,10/26/1978,0-5,1,47.4,90
LUTZ *,10/26/1978,0-5,2,47.5,90.5
LUTZ *,10/26/1978,0-5,3,45.8,84.5
LUTZ *,10/26/1978,0-5,4,44.6,80.6
LUTZ *,10/26/1978,0-5,5,40.7,68.6
LUTZ *,10/26/1978,0-5,6,44.5,80.1
LUTZ *,10/26/1978,0-5,7,55.8,126.4
LUTZ *,10/26/1978,0-5,8,50.1,100.4
LUTZ *,10/26/1978,0-5,9,48.4,94
LUTZ *,10/26/1978,0-5,10,47,88.7
LUTZ *,11/2/1978,0-5,1,49,95.9
LUTZ *,11/2/1978,0-5,2,45.7,84.3
LUTZ *,11/2/1978,0-5,3,53.5,115.3
LUTZ *,11/2/1978,0-5,4,39,63.9
LUTZ *,11/2/1978,0-5,5,39.9,66.3
LUTZ *,11/2/1978,0-5,6,38.1,61.5
LUTZ *,11/2/1978,0-5,7,48.5,94.4
LUTZ *,11/2/1978,0-5,8,30.9,44.8
LUTZ *,11/2/1978,0-5,9,47.3,89.9
LUTZ *,11/2/1978,0-5,10,44,78.5
LUTZ *,11/9/1978,0-5,1,43.3,76.4
LUTZ *,11/9/1978,0-5,2,48.3,93.4
LUTZ *,11/9/1978,0-5,3,45.5,83.4
LUTZ *,11/9/1978,0-5,4,42.5,74.1
LUTZ *,11/9/1978,0-5,5,36.7,57.9
LUTZ *,11/9/1978,0-5,6,39.4,65
LUTZ *,11/9/1978,0-5,7,45.4,83.2
LUTZ *,11/9/1978,0-5,8,51.4,105.8
LUTZ *,11/9/1978,0-5,9,48.5,94.1
LUTZ *,11/9/1978,0-5,10,41.8,71.9
LUTZ *,11/17/1978,0-5,1,54.7,120.7
LUTZ *,11/17/1978,0-5,2,50.9,103.6
LUTZ *,11/17/1978,0-5,3,44.3,79.6
LUTZ *,11/17/1978,0-5,4,43.1,75.9
LUTZ *,11/17/1978,0-5,5,45.5,83.4
LUTZ *,11/17/1978,0-5,6,39.2,64.6
LUTZ *,11/17/1978,0-5,7,46.6,87.4
LUTZ *,11/17/1978,0-5,8,42.4,73.7
LUTZ *,11/17/1978,0-5,9,67.9,211.5
LUTZ *,11/17/1978,0-5,10,61.2,157.8
LUTZ *,11/24/1978,0-5,1,46.6,87.1
LUTZ *,11/24/1978,0-5,2,48.4,93.9
LUTZ *,11/24/1978,0-5,3,49.6,98.6
LUTZ *,11/24/1978,0-5,4,40.7,68.5
LUTZ *,11/24/1978,0-5,5,47,88.7
LUTZ *,11/24/1978,0-5,6,49,96
LUTZ *,11/24/1978,0-5,7,45.2,82.5
LUTZ *,11/24/1978,0-5,8,46.6,87.1
LUTZ *,11/24/1978,0-5,9,45,81.9
LUTZ *,11/24/1978,0-5,10,40.6,68.2
LUTZ *,12/7/1978,0-5,1,42.7,74.7
LUTZ *,12/7/1978,0-5,2,44.2,79.2
LUTZ *,12/7/1978,0-5,3,38.9,63.6
LUTZ *,12/7/1978,0-5,4,40.1,66.9
LUTZ *,12/7/1978,0-5,5,38.5,62.7
LUTZ *,12/7/1978,0-5,6,39.2,64.6
LUTZ *,12/7/1978,0-5,7,43.8,77.8
LUTZ *,12/7/1978,0-5,8,39,64
LUTZ *,12/7/1978,0-5,9,46.3,86.2
LUTZ *,12/7/1978,0-5,10,43.9,78.2
LUTZ *,12/14/1978,0-5,1,49.8,99.2
LUTZ *,12/14/1978,0-5,2,46.3,86.1
LUTZ *,12/14/1978,0-5,3,44,78.6
LUTZ *,12/14/1978,0-5,4,39.1,64.1
LUTZ *,12/14/1978,0-5,5,39.1,64.2
LUTZ *,12/14/1978,0-5,6,39.6,65.6
LUTZ *,12/14/1978,0-5,7,41,69.5
LUTZ *,12/14/1978,0-5,8,46.6,87.2
LUTZ *,12/14/1978,0-5,9,48.6,94.5
LUTZ *,12/14/1978,0-5,10,45.1,82
LUTZ *,12/21/1978,0-5,1,41.2,70.1
LUTZ *,12/21/1978,0-5,2,46.6,87.2
LUTZ *,12/21/1978,0-5,3,40.2,67.2
LUTZ *,12/21/1978,0-5,4,40.3,67.5
LUTZ *,12/21/1978,0-5,5,34.7,53.1
LUTZ *,12/21/1978,0-5,6,36.4,57.2
LUTZ *,12/21/1978,0-5,7,39.8,66.1
LUTZ *,12/21/1978,0-5,8,43.2,76
LUTZ *,12/21/1978,0-5,9,38.7,63.1
LUTZ *,12/21/1978,0-5,10,39.8,66
LUTZ *,12/28/1978,0-5,1,35.5,55
LUTZ *,12/28/1978,0-5,2,40.4,67.7
LUTZ *,12/28/1978,0-5,3,34.8,53.4
LUTZ *,12/28/1978,0-5,4,36.1,56.4
LUTZ *,12/28/1978,0-5,5,34.2,52.1
LUTZ *,12/28/1978,0-5,6,41.3,70.4
LUTZ *,12/28/1978,0-5,7,33.8,51.1
LUTZ *,12/28/1978,0-5,8,35.8,55.9
LUTZ *,12/28/1978,0-5,9,35.7,55.6
LUTZ *,12/28/1978,0-5,10,21.8,27.8
LUTZ *,1/4/1979,0-5,1,32.4,48
LUTZ *,1/4/1979,0-5,2,31.7,46.4
LUTZ *,1/4/1979,0-5,3,32.2,47.4
LUTZ *,1/4/1979,0-5,4,27.7,38.3
LUTZ *,1/4/1979,0-5,5,27.9,38.7
LUTZ *,1/4/1979,0-5,6,35.5,55
LUTZ *,1/4/1979,0-5,7,29.8,42.5
LUTZ *,1/4/1979,0-5,8,32,47.1
LUTZ *,1/4/1979,0-5,9,35.4,54.7
LUTZ *,1/4/1979,0-5,10,33,49.3
LUTZ *,1/11/1979,0-5,1,29.3,41.4
LUTZ *,1/11/1979,0-5,2,34.5,52.7
LUTZ *,1/11/1979,0-5,3,31.2,45.3
LUTZ *,1/11/1979,0-5,4,31.9,46.8
LUTZ *,1/11/1979,0-5,5,31.7,46.4
LUTZ *,1/11/1979,0-5,6,33.7,50.8
LUTZ *,1/11/1979,0-5,7,32.3,47.7
LUTZ *,1/11/1979,0-5,8,34,51.6
LUTZ *,1/11/1979,0-5,9,34.5,52.6
LUTZ *,1/11/1979,0-5,10,33.5,50.3
LUTZ *,1/18/1979,0-5,1,30.3,43.5
LUTZ *,1/18/1979,0-5,2,30.8,44.5
LUTZ *,1/18/1979,0-5,3,32.6,48.3
LUTZ *,1/18/1979,0-5,4,28.1,39.1
LUTZ *,1/18/1979,0-5,5,27.2,37.4
LUTZ *,1/18/1979,0-5,6,31.7,46.4
LUTZ *,1/18/1979,0-5,7,29.4,41.7
LUTZ *,1/18/1979,0-5,8,31.5,46
LUTZ *,1/18/1979,0-5,9,31.3,45.5
LUTZ *,1/18/1979,0-5,10,28.4,39.7
LUTZ *,1/25/1979,0-5,1,37.3,59.5
LUTZ *,1/25/1979,0-5,2,31.5,45.9
LUTZ *,1/25/1979,0-5,3,31.6,46.2
LUTZ *,1/25/1979,0-5,4,32,47.1
LUTZ *,1/25/1979,0-5,5,38.1,61.5
LUTZ *,1/25/1979,0-5,6,32.6,48.4
LUTZ *,1/25/1979,0-5,7,35,53.9
LUTZ *,1/25/1979,0-5,8,38.1,61.5
LUTZ *,1/25/1979,0-5,9,33.9,51.3
LUTZ *,1/25/1979,0-5,10,35.4,54.9
LUTZ *,2/1/1979,0-5,1,32.3,47.6
LUTZ *,2/1/1979,0-5,2,26.7,36.3
LUTZ *,2/1/1979,0-5,3,28.7,40.3
LUTZ *,2/1/1979,0-5,4,30,42.8
LUTZ *,2/1/1979,0-5,5,29.6,42.1
LUTZ *,2/1/1979,0-5,6,31,45
LUTZ *,2/1/1979,0-5,7,28.3,39.4
LUTZ *,2/1/1979,0-5,8,32.3,47.8
LUTZ *,2/1/1979,0-5,9,30.1,43.1
LUTZ *,2/1/1979,0-5,10,31.1,45.2
LUTZ *,2/8/1979,0-5,1,29.1,41.1
LUTZ *,2/8/1979,0-5,2,29.3,41.5
LUTZ *,2/8/1979,0-5,3,32.5,48.2
LUTZ *,2/8/1979,0-5,4,29.5,41.8
LUTZ *,2/8/1979,0-5,5,26.9,36.7
LUTZ *,2/8/1979,0-5,6,34.2,52
LUTZ *,2/8/1979,0-5,7,27,37
LUTZ *,2/8/1979,0-5,8,32.3,47.8
LUTZ *,2/8/1979,0-5,9,31.2,45.4
LUTZ *,2/8/1979,0-5,10,30.2,43.3
LUTZ *,2/15/1979,0-5,1,37.5,59.9
LUTZ *,2/15/1979,0-5,2,33.6,50.5
LUTZ *,2/15/1979,0-5,3,33,49.3
LUTZ *,2/15/1979,0-5,4,33.5,50.4
LUTZ *,2/15/1979,0-5,5,30.4,43.6
LUTZ *,2/15/1979,0-5,6,37.4,59.7
LUTZ *,2/15/1979,0-5,7,36.1,56.6
LUTZ *,2/15/1979,0-5,8,33.7,50.8
LUTZ *,2/15/1979,0-5,9,35.9,56
LUTZ *,2/15/1979,0-5,10,34.7,53
LUTZ *,2/22/1979,0-5,1,33.1,49.5
LUTZ *,2/22/1979,0-5,2,29.8,42.4
LUTZ *,2/22/1979,0-5,3,26.7,36.4
LUTZ *,2/22/1979,0-5,4,30.4,43.6
LUTZ *,2/22/1979,0-5,5,29.2,41.3
LUTZ *,2/22/1979,0-5,6,31.4,45.7
LUTZ *,2/22/1979,0-5,7,31,45
LUTZ *,2/22/1979,0-5,8,32.7,48.6
LUTZ *,2/22/1979,0-5,9,31.8,46.7
LUTZ *,2/22/1979,0-5,10,32.4,47.9
LUTZ *,3/1/1979,0-5,1,34.1,51.8
LUTZ *,3/1/1979,0-5,2,31.5,46
LUTZ *,3/1/1979,0-5,3,30,42.8
LUTZ *,3/1/1979,0-5,4,28.6,40
LUTZ *,3/1/1979,0-5,5,32.9,49.1
LUTZ *,3/1/1979,0-5,6,31.8,46.5
LUTZ *,3/1/1979,0-5,7,30.1,43.2
LUTZ *,3/1/1979,0-5,8,31.8,46.6
LUTZ *,3/1/1979,0-5,9,28.8,40.4
LUTZ *,3/1/1979,0-5,10,31.1,45.1
LUTZ *,3/8/1979,0-5,1,32.3,47.6
LUTZ *,3/8/1979,0-5,2,30.9,44.7
LUTZ *,3/8/1979,0-5,3,28.2,39.3
LUTZ *,3/8/1979,0-5,4,27.9,38.6
LUTZ *,3/8/1979,0-5,5,32.3,47.8
LUTZ *,3/8/1979,0-5,6,30.9,44.8
LUTZ *,3/8/1979,0-5,7,31.5,46
LUTZ *,3/8/1979,0-5,8,31.8,46.6
LUTZ *,3/8/1979,0-5,9,27.4,37.7
LUTZ *,3/8/1979,0-5,10,31.1,45.1
LUTZ *,3/16/1979,0-5,1,26.6,36.2
LUTZ *,3/16/1979,0-5,2,28.6,40.1
LUTZ *,3/16/1979,0-5,3,24.2,32
LUTZ *,3/16/1979,0-5,4,29.3,41.4
LUTZ *,3/16/1979,0-5,5,29.9,42.6
LUTZ *,3/16/1979,0-5,6,33,49.3
LUTZ *,3/16/1979,0-5,7,26.5,36.1
LUTZ *,3/16/1979,0-5,8,30.5,43.8
LUTZ *,3/16/1979,0-5,9,28.5,39.8
LUTZ *,3/16/1979,0-5,10,30.3,43.5
LUTZ *,3/22/1979,0-5,1,28.1,39.1
LUTZ *,3/22/1979,0-5,2,25.5,34.2
LUTZ *,3/22/1979,0-5,3,23.6,30.8
LUTZ *,3/22/1979,0-5,4,25.4,34.1
LUTZ *,3/22/1979,0-5,5,25.6,34.4
LUTZ *,3/22/1979,0-5,6,30.4,43.6
LUTZ *,3/22/1979,0-5,7,25.1,33.4
LUTZ *,3/22/1979,0-5,8,26.5,36.1
LUTZ *,3/22/1979,0-5,9,28.3,39.4
LUTZ *,3/22/1979,0-5,10,30,42.8
LUTZ *,3/29/1979,0-5,1,29.8,42.4
LUTZ *,3/29/1979,0-5,2,31.9,46.8
LUTZ *,3/29/1979,0-5,3,28.3,39.5
LUTZ *,3/29/1979,0-5,4,27.5,38
LUTZ *,3/29/1979,0-5,5,30.7,44.4
LUTZ *,3/29/1979,0-5,6,30,42.9
LUTZ *,3/29/1979,0-5,7,29.6,42.1
LUTZ *,3/29/1979,0-5,8,28.9,40.7
LUTZ *,3/29/1979,0-5,9,28.5,39.8
LUTZ *,3/29/1979,0-5,10,28.9,40.6
LUTZ *,4/5/1979,0-5,1,25.8,34.7
LUTZ *,4/5/1979,0-5,2,25.7,34.5
LUTZ *,4/5/1979,0-5,3,25.2,33.6
LUTZ *,4/5/1979,0-5,4,25.2,33.6
LUTZ *,4/5/1979,0-5,5,29.5,41.9
LUTZ *,4/5/1979,0-5,6,28,38.9
LUTZ *,4/5/1979,0-5,7,28.2,39.3
LUTZ *,4/5/1979,0-5,8,28.2,39.2
LUTZ *,4/5/1979,0-5,9,28.4,39.6
LUTZ *,4/5/1979,0-5,10,25.1,33.5
LUTZ *,4/12/1979,0-5,1,26,35.1
LUTZ *,4/12/1979,0-5,2,27.5,37.8
LUTZ *,4/12/1979,0-5,3,25.2,33.8
LUTZ *,4/12/1979,0-5,4,25.3,33.8
LUTZ *,4/12/1979,0-5,5,25.3,33.9
LUTZ *,4/12/1979,0-5,6,29.2,41.3
LUTZ *,4/12/1979,0-5,7,27.4,37.8
LUTZ *,4/12/1979,0-5,8,27,37
LUTZ *,4/12/1979,0-5,9,27.6,38.2
LUTZ *,4/12/1979,0-5,10,27.7,38.3
LUTZ *,4/19/1979,0-5,1,36.4,57.2
LUTZ *,4/19/1979,0-5,2,35.8,55.8
LUTZ *,4/19/1979,0-5,3,37.1,59
LUTZ *,4/19/1979,0-5,4,33.8,51
LUTZ *,4/19/1979,0-5,5,35.1,54.2
LUTZ *,4/19/1979,0-5,6,34.5,52.8
LUTZ *,4/19/1979,0-5,7,37.1,58.9
LUTZ *,4/19/1979,0-5,8,38.1,61.6
LUTZ *,4/19/1979,0-5,9,37,58.8
LUTZ *,4/19/1979,0-5,10,38.8,63.4
LUTZ *,4/26/1979,0-5,1,41.1,69.6
LUTZ *,4/26/1979,0-5,2,41,69.5
LUTZ *,4/26/1979,0-5,3,40.7,68.6
LUTZ *,4/26/1979,0-5,4,33.8,51.1
LUTZ *,4/26/1979,0-5,5,38.2,61.8
LUTZ *,4/26/1979,0-5,6,38.8,63.4
LUTZ *,4/26/1979,0-5,7,37,58.8
LUTZ *,4/26/1979,0-5,8,37.2,59.2
LUTZ *,4/26/1979,0-5,9,42.7,74.6
LUTZ *,4/26/1979,0-5,10,44.3,79.4
LUTZ *,5/9/1979,0-5,1,39.7,65.9
LUTZ *,5/9/1979,0-5,2,38.5,62.7
LUTZ *,5/9/1979,0-5,3,41.1,69.6
LUTZ *,5/9/1979,0-5,4,34.9,53.6
LUTZ *,5/9/1979,0-5,5,37.6,60.3
LUTZ *,5/9/1979,0-5,6,36.4,57.3
LUTZ *,5/9/1979,0-5,7,36.6,57.7
LUTZ *,5/9/1979,0-5,8,41.7,71.6
LUTZ *,5/9/1979,0-5,9,40.7,68.5
LUTZ *,5/9/1979,0-5,10,38.3,62.1
LUTZ *,5/17/1979,0-5,1,42.4,73.7
LUTZ *,5/17/1979,0-5,2,44,78.7
LUTZ *,5/17/1979,0-5,3,38.3,62.1
LUTZ *,5/17/1979,0-5,4,38.2,61.8
LUTZ *,5/17/1979,0-5,5,40.1,67
LUTZ *,5/17/1979,0-5,6,40.5,68.1
LUTZ *,5/17/1979,0-5,7,37.3,59.4
LUTZ *,5/17/1979,0-5,8,38.8,63.5
LUTZ *,5/17/1979,0-5,9,40.9,69.2
LUTZ *,5/17/1979,0-5,10,42.1,72.7
LUTZ *,5/24/1979,0-5,1,38.9,63.6
LUTZ *,5/24/1979,0-5,2,36.9,58.6
LUTZ *,5/24/1979,0-5,3,41.2,70
LUTZ *,5/24/1979,0-5,4,36.2,56.8
LUTZ *,5/24/1979,0-5,5,34.9,53.5
LUTZ *,5/24/1979,0-5,6,36.3,56.9
LUTZ *,5/24/1979,0-5,7,39.9,66.3
LUTZ *,5/24/1979,0-5,8,38.6,63
LUTZ *,5/24/1979,0-5,9,37.7,60.4
LUTZ *,5/24/1979,0-5,10,41.3,70.4
LUTZ *,6/4/1979,0-5,1,40.9,69.1
LUTZ *,6/4/1979,0-5,2,41,69.4
LUTZ *,6/4/1979,0-5,3,42.5,73.9
LUTZ *,6/4/1979,0-5,4,36.5,57.5
LUTZ *,6/4/1979,0-5,5,37,58.7
LUTZ *,6/4/1979,0-5,6,36.5,57.5
LUTZ *,6/4/1979,0-5,7,38.2,61.8
LUTZ *,6/4/1979,0-5,8,38,61.2
LUTZ *,6/4/1979,0-5,9,41.3,70.5
LUTZ *,6/4/1979,0-5,10,40.6,68.3
LUTZ *,6/11/1979,0-5,1,42.8,74.9
LUTZ *,6/11/1979,0-5,2,40.1,66.9
LUTZ *,6/11/1979,0-5,3,39.8,66.1
LUTZ *,6/11/1979,0-5,4,40.4,67.7
LUTZ *,6/11/1979,0-5,5,37.5,60.1
LUTZ *,6/11/1979,0-5,6,37.6,60.2
LUTZ *,6/11/1979,0-5,7,40.8,68.9
LUTZ *,6/11/1979,0-5,8,42.6,74.3
LUTZ *,6/11/1979,0-5,9,41.3,70.4
LUTZ *,6/11/1979,0-5,10,46,85.1
LUTZ *,6/21/1979,0-5,1,38.9,63.6
LUTZ *,6/21/1979,0-5,2,42.4,73.6
LUTZ *,6/21/1979,0-5,3,41.3,70.3
LUTZ *,6/21/1979,0-5,4,37.5,60
LUTZ *,6/21/1979,0-5,5,39.4,65.1
LUTZ *,6/21/1979,0-5,6,40.6,68.5
LUTZ *,6/21/1979,0-5,7,38.4,62.3
LUTZ *,6/21/1979,0-5,8,40.5,68.1
LUTZ *,6/21/1979,0-5,9,38.4,62.4
LUTZ *,6/21/1979,0-5,10,38.7,63.2
LUTZ *,6/28/1979,0-5,1,48.1,92.6
LUTZ *,6/28/1979,0-5,2,47.4,89.9
LUTZ *,6/28/1979,0-5,3,45.8,84.6
LUTZ *,6/28/1979,0-5,4,22.5,29
LUTZ *,6/28/1979,0-5,5,37.7,60.5
LUTZ *,6/28/1979,0-5,6,38.2,61.7
LUTZ *,6/28/1979,0-5,7,40,66.6
LUTZ *,6/28/1979,0-5,8,44.2,79.3
LUTZ *,6/28/1979,0-5,9,41.7,71.4
LUTZ *,6/28/1979,0-5,10,44.8,81.3
LUTZ *,7/6/1979,0-5,1,46.3,86.2
LUTZ *,7/6/1979,0-5,2,46.2,86
LUTZ *,7/6/1979,0-5,3,47.7,91.2
LUTZ *,7/6/1979,0-5,4,37.3,59.5
LUTZ *,7/6/1979,0-5,5,35.7,55.4
LUTZ *,7/6/1979,0-5,6,43.5,77
LUTZ *,7/6/1979,0-5,7,41.9,72
LUTZ *,7/6/1979,0-5,8,43.6,77.3
LUTZ *,7/6/1979,0-5,9,43.9,78.1
LUTZ *,7/6/1979,0-5,10,42.2,72.9
LUTZ *,7/13/1979,0-5,1,49.1,96.3
LUTZ *,7/13/1979,0-5,2,48.8,95.4
LUTZ *,7/13/1979,0-5,3,48.3,93.4
LUTZ *,7/13/1979,0-5,4,43.4,76.8
LUTZ *,7/13/1979,0-5,5,44.4,80
LUTZ *,7/13/1979,0-5,6,43.8,77.8
LUTZ *,7/13/1979,0-5,7,46.3,86.3
LUTZ *,7/13/1979,0-5,8,45.2,82.6
LUTZ *,7/13/1979,0-5,9,46.2,85.8
LUTZ *,7/13/1979,0-5,10,48.5,94
LUTZ *,7/19/1979,0-5,1,38.9,63.6
LUTZ *,7/19/1979,0-5,2,36.8,58.3
LUTZ *,7/19/1979,0-5,3,34.9,53.7
LUTZ *,7/19/1979,0-5,4,41.2,70.1
LUTZ *,7/19/1979,0-5,5,40.7,68.6
LUTZ *,7/19/1979,0-5,6,37.9,61.1
LUTZ *,7/19/1979,0-5,7,39,64
LUTZ *,7/19/1979,0-5,8,39.2,64.6
LUTZ *,7/19/1979,0-5,9,36.1,56.4
LUTZ *,7/19/1979,0-5,10,39.6,65.7
LUTZ *,7/26/1979,0-5,1,48.1,92.7
LUTZ *,7/26/1979,0-5,2,47.6,90.9
LUTZ *,7/26/1979,0-5,3,47.5,90.5
LUTZ *,7/26/1979,0-5,4,42.3,73.3
LUTZ *,7/26/1979,0-5,5,42.3,73.2
LUTZ *,7/26/1979,0-5,6,41,69.5
LUTZ *,7/26/1979,0-5,7,44.8,81
LUTZ *,7/26/1979,0-5,8,45.1,82.3
LUTZ *,7/26/1979,0-5,9,45,81.8
LUTZ *,7/26/1979,0-5,10,49.3,97.3
LUTZ *,8/2/1979,0-5,1,48,92.4
LUTZ *,8/2/1979,0-5,2,49.8,99.3
LUTZ *,8/2/1979,0-5,3,51.6,106.5
LUTZ *,8/2/1979,0-5,4,43.5,76.9
LUTZ *,8/2/1979,0-5,5,42.7,74.5
LUTZ *,8/2/1979,0-5,6,40.2,67.3
LUTZ *,8/2/1979,0-5,7,43.9,78.3
LUTZ *,8/2/1979,0-5,8,50.2,100.7
LUTZ *,8/2/1979,0-5,9,48.2,93.2
LUTZ *,8/2/1979,0-5,10,44.5,80.3
LUTZ *,8/9/1979,0-5,1,50.9,103.7
LUTZ *,8/9/1979,0-5,2,46.7,87.5
LUTZ *,8/9/1979,0-5,3,28.7,40.2
LUTZ *,8/9/1979,0-5,4,45.6,84
LUTZ *,8/9/1979,0-5,5,45.3,82.7
LUTZ *,8/9/1979,0-5,6,49.5,98.2
LUTZ *,8/9/1979,0-5,7,47.4,90.2
LUTZ *,8/9/1979,0-5,8,45.4,83
LUTZ *,8/9/1979,0-5,9,47.5,90.3
LUTZ *,8/9/1979,0-5,10,48.5,94.3
LUTZ *,8/17/1979,0-5,1,45.4,83.2
LUTZ *,8/17/1979,0-5,2,50.1,100.3
LUTZ *,8/17/1979,0-5,3,48.6,94.6
LUTZ *,8/17/1979,0-5,4,47.4,90.2
LUTZ *,8/17/1979,0-5,5,45.8,84.6
LUTZ *,8/17/1979,0-5,6,45.7,84
LUTZ *,8/17/1979,0-5,7,42.3,73.4
LUTZ *,8/17/1979,0-5,8,45.3,82.8
LUTZ *,8/17/1979,0-5,9,42,72.5
LUTZ *,8/17/1979,0-5,10,44.7,81
LUTZ *,8/24/1979,0-5,1,49.2,96.9
LUTZ *,8/24/1979,0-5,2,48.9,95.7
LUTZ *,8/24/1979,0-5,3,51.1,104.6
LUTZ *,8/24/1979,0-5,4,45.9,84.8
LUTZ *,8/24/1979,0-5,5,43.6,77.3
LUTZ *,8/24/1979,0-5,6,47.6,90.9
LUTZ *,8/24/1979,0-5,7,45.2,82.3
LUTZ *,8/24/1979,0-5,8,46.7,87.7
LUTZ *,8/24/1979,0-5,9,45.5,83.4
LUTZ *,8/24/1979,0-5,10,38.9,63.6
LUTZ *,8/30/1979,0-5,1,51.2,104.8
LUTZ *,8/30/1979,0-5,2,41.2,70.1
LUTZ *,8/30/1979,0-5,3,47.2,89.3
